index	sentence1	sentence2	label
611	De kubanesche Leader Fidel Castro huet e Bréif un de Vereenten Natiounen-Generalsekretär Kofi Annan geschéckt fir him ze versécheren datt Kuba Anti-Terrorismusverträg no den Terrorattacken vum leschte Mount géint New York a Washington verfollegen.	Castro besicht d'UNO.	0
612	"Mir hunn nach ni eng Kär (Geschäft) Saach" sot de Grënner Richard Branson dem Reuters beim Start dëse Mount vu Virgin Wodka déi mat Virgin Cola a Virgin Computeren seng lescht hell Iddien sinn.	Dem Richard Branson seng Cola gëtt Virgin Cola genannt.	1
613	De Schauspiller Christopher Reeve bekanntst fir seng Roll als Superman ass gelähmt a kann net ouni d'Hëllef vun engem Otemschutz otmen nodeems hien e Samschdeg bei engem Reiden Accident zu Culpeper Va. den Hals gebrach huet.	De Christopher Reeve hat en Accident.	1
614	Ee Joer zënter hien als President vu Paraguay gewielt gouf mécht de Fernando Lugo Schlagzeilen am Land dat hie féiert awer aus alle falsche Grënn. Zeitungen an Fernsehsendunge goufen dominéiert vu Geschichte vu Frae déi no vir kommen fir ze behaapten datt si e Kand mam fréiere kathoulesche Bëschof haten. Dës "politesch Seefoper" huet ee vun dëse Berichter beschwéiert "lähmt d'Regierung". Dräi Frae hu bis elo Uklo gemaach an et goufe Berichter an de Paraguay Medien datt et méi Fuerderunge ka kommen.	De Fernando Lugo war e kathoulesche Bëschof.	1
615	D'London Eye zu London England sëtzt 443ft iwwer den Themse. Et huet méi ugezunn wéi 27 Millioune Visiteuren zanter hir formell Ouverture op 31. Dezember 1999. All Fach ass agestallt fir Klimaanlag an hält bis zu 30 Leit. Dräi méiglech Plazen fir d'Rad sëtzt goufen ausgewielt. Dëst ass net den éischte Versuch vum irakeschen Tourismus Board fir Touristen an d'Haaptstad ze bréngen. De Verwaltungsrot sicht Investisseuren fir eng Auswee Insel. D'Insel géif e sechs Stären Hotel an eng 18 Lach Golfplaz enthalen.	Den Themse fléisst duerch London.	1
616	Frae si schlecht fir Politik ausgebilt.	Frae si schlecht am Parlament vertrueden.	0
617	Ongeféier zwou Wochen ier de Prozess ugefaang huet war ech am Shapiro sengem Büro an Century City.	Shapiro schafft an Century City.	1
618	D'Europäesch Organisatioun fir Nuklearfuerschung (CERN) sot e Méindeg datt d'Reparatur vum Large Hadron Collider (LHC) bis zu 166 Milliounen Euro oder 21 Milliounen Dollar kascht. De LHC deen dee gréissten an héchsten Energie-Partikelbeschleuniger vun der Welt ass läit no bei der Grenz vu Frankräich an der Schwäiz a kräizt véiermol d'Grenz. Et huet en Duerchmiesser vu 27 km (17 Meilen). Et ass entwéckelt fir d'Konditioune kuerz nom Big Bang ze simuléieren awer et ass den 19. September wéinst engem elektresche Feeler gebrach.	CERN Sëtz ass zu Paräis.	0
619	De Walt Disney Co.	Disney huet dem Smithsonian eng Trove vu gesichte afrikanesch Konscht ginn.	1
620	De PM huet elo fest Projeten déi en Deel an enger Joint Venture mam Numm Constellation zu Samara enthalen mat der Haapttubaksfabrik vun der Stad.	PM kaaft dräi russesch Fabriken.	0
621	Aide vum britesche Premier Tony Blair deem seng Labour Partei d'Muecht virun 13 Méint gewonnen huet an deen den aktuellen EU President ass soten datt d'Cheffen zesummen unerkannt hunn - an ouni sech géigesäiteg ze blaméieren - datt déi belsch Bürokratie vun der EU als wäit ewech ugesi gëtt. an iwwerhaapt.	Den Tony Blair gehéiert zu der Labour Partei.	1
622	E spuenesche Mann deen eng Waliser Koppel mat engem Hummer op der Insel Fuerteventura ëmbruecht huet gouf vun engem Geriicht op de Kanareninsele fir 39 Joer Prisong veruerteelt. De Brian an d'Tina Johnson goufe vum Locataire Juan Carmelo Santana 42 zum Doud veruerteelt wéi se versicht hunn e mëttelméisseg Loyer vun him am Juli 2006 ze sammelen. Mann. Hie gouf bestallt hire Jong Sam £ 270.000 an engem privaten Uklo ze bezuelen.	Juan Carmelo Santana gouf vum Brian an Tina Johnson ëmbruecht.	0
623	First Sea Lord Admiral Sir Jonathon Band GCB ADC of the United Kingdom the most senior serving officer in the Royal Navy sot datt "...d'U-Booter a Kontakt mat ganz niddereger Geschwindegkeet koumen. Béid U-Booter bloufen sécher. Keng Verletzunge koumen. Mir kënne bestätegen datt d'Fäegkeet net beaflosst bleift an et gouf kee Kompromëss fir d'nuklear Sécherheet. "Béid Marine wëllen roueg Beräicher déif Beräicher ongeféier déiselwecht Distanz vun hiren Heemhäfen. Also fannt Dir dës Gare Terrainen hunn zimlech vill U-Booter net nëmme franséisch a Royal Navy awer och aus Russland an den USA. Navies hunn dacks benotzt. déi selwecht Nistgrënn" sot den John H. Large en onofhängegen Nuklearingenieur an Analyst haaptsächlech bekannt fir seng Aarbecht fir d'Bewäertung an d'Berichterstattung iwwer nuklear Sécherheet an nuklear Zesummenhang Accidenter an Tëschefäll.	Zwee U-Booter sinn kollidéiert.	1
624	Geméiss Gesetz kann Mexiko nëmmen d'Halschent vum Ueleg exportéieren dat se produzéiert an d'USA.	Mexiko produzéiert méi Ueleg wéi all aner Land.	0
625	D'Waardezäit fir eng gréng Kaart ass vun 21 Méint op 33 Méint an deene selwechte Regiounen eropgaang.	Et dauert méi laang fir gréng Kaart ze kréien.	1
626	Den Ausseminister Jack Straw wäert haut säi brasilianesche Kolleg Celso Amorim zu London treffen.	Jack Straw ass e Partner vum Celso Amorim.	0
627	D'West Pharmaceutical Services Planz déi fir vill Sécherheetsverletzungen am leschte Hierscht zitéiert gouf huet Sprëtzplunger a IV Versuergung gemaach.	D'West Pharmaceutical Services Planz gouf am leschte Hierscht fir vill Sécherheetsverletzungen zitéiert.	1
628	Wann et als Tollwut bestätegt gëtt kéint de Fall déi éischt Optriede vun der Infektioun sinn déi a Groussbritannien zënter 1902 opkaf gouf.	E Fall vun Tollwut gouf bestätegt.	0
629	De Busby huet entgéintgesat sot dem Iconoclast de Punkt ass datt Material aus Tschernobyl dat 1800 Meilen ëstlech vu Groussbritannien ass a Groussbritannien gereest a Wales Schottland a verschiddenen Deeler vu Groussbritannien kontaminéiert huet. A si hätte vläicht och gesot datt et gläich onméiglech ass fir dës Distanz an der entgéintgesate Richtung zum allgemenge Wandfloss ze reesen awer mir hunn Computermodeller vu Wandrichtungen iwwer d'Period vum Golfkrich ënnersicht a seng ganz kloer d'Material aus dem Irak kéint duerch d'Vereenegt Kinnekräich kommen wéinst de besonneschen Typen vun Depressiounen an Antizyklonsystemer déi do waren.	D'Katastroph vun Tschernobyl hat Auswierkungen ausserhalb vun der Ex-UdSSR.	1
630	D'Carmen gouf nëmme liicht erausgestallt fir erauszefannen datt Frae sou schlecht ënner australesche Politikwëssenschaftler vertruede sinn wéi se am Parlament sinn (Leonie huet gefrot 'wou sinn all d'Fraen?').	Frae si schlecht am Parlament vertrueden.	1
631	D'kanadesch Wireless-Technologie Lizenzfirma Wi-LAN huet juristesch Handlunge géint Cisco ugefaang behaapt datt de Netzwierkgigant Linksys an Aironet Produkter hir intellektuell Eegentum ouni Erlaabnis benotzen.	Linksys an Aironet fänken juristesch Aktioun géint eng kanadesch Firma un.	0
632	Tatsächlech Statistiken iwwer den Ofschreckungswäert vun der Doudesstrof sinn net verfügbar well et onméiglech ass ze wëssen wien ofgeschreckt gouf fir e Verbriechen ze maachen.	Doudesstrof ass en Ofschreckungsmëttel fir Kriminalitéit.	0
633	"Wa mir e Mann bannent Joerzéngte zréck an den 1960er Jore kéinten op de Mound setzen mengen ech mir kënnen TB eliminéieren wa mir de Wëllen entwéckelen fir dat ze maachen" sot den O'Brien deen eng bedeitend Investitioun fir d'Fuerschung opgeruff huet besonnesch déi grouss. Feldversuche noutwendeg fir d'Effizienz ze weisen.	De Mound gouf fir d'éischt vun der Mënschheet am Joer 1969 beréiert.	0
634	De Conseiller Pierce hat d'Haus fir seng Duechter op der E. 28th Street virum Rossville Blvd gebaut well hien an der Géigend wunnt.	Pierce Liewen op E. 28th Street.	0
635	Argentinien a Groussbritannien hunn en Donneschdeg en Accord ugekënnegt fir voll diplomatesch Bezéiunge bal aacht Joer ze restauréieren nodeems se e 74 Deeg Krich iwwer d'Falklandinselen gekämpft hunn.	Voll diplomatesch Bezéiunge goufen 1990 nei opgestallt.	0
636	Den Hooper e Verkeefer vu Portland gëtt beschëllegt sech de 26. Juli als potenziellen Hauskäufer ze poséieren sech duerno an der Residenz ze forcéieren an eng 19 Joer al Fra ze vergewaltegt.	Hooper kaaft en Haus zu Portland.	0
637	An den 1970er Jore war si eng vun de beléifste Sängerin a Frankräich a gouf international bekannt. D'Anne Marie David aus Arles am Süde vu Frankräich huet hiren initialen Erfolleg vun der Maria Magdalena an der franséischer Produktioun vum Jesus Christ Superstar parlayed an de "Grand Prix" um Eurovision Song Contest 1973 mat heem geholl. Säi Gewënnsong "Tu te reconnaîtras" (Dir wäert Iech selwer erkennen) gouf dat Fréijoer en europawäiten Hit.	D'Anne Marie David huet den Eurovision Song Contest gewonnen.	1
638	A Frankräich sinn d'Konschthändler vum Gesetz verpflicht all Akeef ze registréieren ausser déi op enger ëffentlecher Auktioun kaaft ginn.	A Frankräich si Konschtwierker déi op ëffentlecher Auktioun kaaft ginn vun der Aschreiwung befreit.	1
639	Véieranzwanzeg Leit dorënner siwe Kanner sinn e Sonndeg ëmbruecht ginn nodeems hire Fliger an engem Floss a Brasilien gefall ass. Véier Persounen hunn den Accident iwwerlieft dorënner en 9 Joer ale Jong. De Fliger deen en Zwillingmotor Embraer Turboprop war dee vum Manaus Aerotaxis gechartert gouf huet 26 Passagéier an zwee Crewmembere gedroen wéi et erofgefall ass. D'Pilote vum Fliger dee vu Coari fortgaang ass hätten d'Loftverkéierkontrolle bei hirer Destinatioun Manaus kontaktéiert fir matzedeelen datt si sech zréckgedréint hunn. De Fliger ass dunn awer vum Radar verschwonnen. De Fliger huet eng Noutlandung am Floss Manacapuru gemaach eng Branche vum Amazon Floss am brasilianesche Staat Amazonas 50 Meilen (80 Kilometer) vu Manaus.	24 Leit stierwe bei engem Fligeraccident.	1
640	E jonke Gewierer bekannt als Scarface gouf fir d'Liewen fir de Mord vun engem verspriechende Teenager Foussballspiller agespaart. De Richard Harrison-Allen 20 huet den Etem Celebi am November 2007 erschoss wéi hie probéiert huet aus der Szen am Smalley Close Estate Stoke Newington Nord London ze flüchten. Gang Member Harrison-Allen aus Hackney Osten London dee vun der Teenager Mord fréier dëse Mount veruerteelt gouf gouf zu engem Minimum vu 26 Joer um St Albans Crown Geriichtshaff veruerteelt. Hie souz onbeweeglech wéi de Saz gestëmmt gouf.	"Scarface" ass de Spëtznumm vum Richard Harrison-Allen.	1
641	E puer grouss russesch Uelegfirmen dorënner Lukoil Zarubezhneft déi staatlech Uelegfirma an Alpha Eco den Händler goufen vum Bericht implizéiert.	Zarubezhneft handelt an Ueleg.	1
642	E puer vun de geklauten Handelsgeheimnisser goufe vun de Bekloten um San Francisco International Airport (SFO) saiséiert während se probéiert hunn a China ze fléien.	Handelsgeheimnisser goufen geklaut.	1
643	Westbridge fabrizéiert zertifizéiert organesch Dünger abegraff flësseg Wuesstumsverbesserer a Biostimulanten.	Organesch Dünger ginn als Buedemverbesserer benotzt.	0
644	Den optimale Stil vum Dammbau ass spezifesch fir de bestëmmte Makroprojet d'Natur vum geophysikaleschen Aarbechtsplaz (Anon. 2005) wéi och d'sozial Onsécherheet d'Erfahrung vun der Gestiounsorganisatioun d'operationell Komplexitéit vu villen Aarte vu Baumaschinnen an Aarbechter Nationalitéiten d'Makroprojekte Situatiounsgeographie an d'Logistik vun hiren erfuerderleche Kompositiounsmaterialien.	Dammbau verhënnert liewensgeféierlech Situatiounen.	0
645	Fréier dëst Joer huet de Kai-Uwe Ricke Chef exekutiv vun Deutsche Telekom d'Méiglechkeet geschwaat datt T-Mobile USA kéint verkaf ginn.	Deutsche Telekom verkaf T-Mobile USA.	0
646	Fir e westeuropäescht Land ass de Gebuertsquote a Finnland héich.	Finnland ass dat europäescht Land mat dem héchsten Gebuertsquote.	0
647	Den Typhoon Chanchu dee Wand bis zu 170 km/h (106 mph) packt an dee stäerkste Taifoon op Rekord fir de Südchinesesche Mier am Mee anzegoen huet Landfall tëscht de Stied Shantou a Xiamen gemaach a war Nordosten fortgaang sot den Hong Kong Observatoire.	En Taifun schloen d'Philippinen.	0
648	Déi zwee Rettungsdéngschter déi hien erëmfonnt hunn si Pompjee mat enger Kalifornien-baséiert FEMA-Team: J.D. Madden vu Santa Clara an Eric Mijangos vum Menlo Park.	E FEMA Team ass a Kalifornien baséiert.	1
649	D'Demissioun koum amgaang rezent Ukloe vum Massachusetts Affekot général datt d'Boston Äerzdiözes engagéiert huet mat engem "elaboréierte Schema" fir d'Thema vu sexuellem Mëssbrauch vu Kanner vu Paschtéier roueg ze halen.	De Staatsprocureur général huet behaapt datt d'Äerzdiözes eng Coverup engagéiert huet.	1
650	Um ongeféier 3:20 Auer huet en onbenannt Uruffer d'Siicht vun de Verdächtegen op enger noer Strooss gemellt East 27th Street wouduerch d'Police eng Blockade kreéiert ronderëm de Verdächtegen. Dëst ass wou déi aner zwee Beamten erschoss goufen dës Kéier an engem Schossaustausch beim Versuch de presuméierten Schéisser vun den zwee Beamten an Haft ze huelen. De Verdächtege gouf duerch Polizisten ëmbruecht. De Verdächtegen Numm war Lovelle Mixon am Alter vu 26 deen e Mandat fir seng Verhaftung ausgestallt huet nodeems seng Kautioun wéinst Verstouss géint Parole zréckgezunn gouf. All véier vun den Offizéier goufen zu Highland Spidol an engem kriteschen Zoustand geholl wou se all spéider un hire Verletzungen gestuerwen. Et waren d'Nimm: Sargent Erv Romans 43 Joer Sargent Dan Sakai 35 John Hege 41 Joer a Mark Dunakin 40.	Sargent Dan Sakai war e Kolleg vum John Hege.	1
651	D'Royal Navy Servicemen déi vum Iran gefaange gehale ginn ginn erwaart haut befreit ze ginn.	Britesch Zaldote verhaft	1
652	E männlecht Hues gëtt e Buck genannt an eng weiblech Hues nennt een Doe grad wéi Réi.	Eng weiblech Kanéngchen gëtt en Doe genannt.	1
653	E Lidd dat verkënnegt datt den USA gewielte President Barack Obama Irish ass huet méi wéi 600.000 Meenungen op de Video Sharing Site YouTube mat vill vun deene Meenungen déi kommen nodeems hien de 4. November gewielt gouf. "O'Leary O'Reilly O' Hare an O'Hara Et gëtt keen esou Irish wéi Barack O'Bama" seet d'Lidd. "Dir gleewt mir net ech héieren dech soen. Awer de Barack ass als Iresch sou wéi de JFK. Säi Grousspapp säi Papp koum aus Moneygall engem klengen iresche Duerf Iech all bekannt".	Laut engem Lidd ass de Barack Obama Ier.	1
654	E Mëttwoch Nuecht hunn d'Leit am Bahçelievler Distrikt Yenibosna zu Istanbul an der Tierkei behaapt datt si en UFO um Himmel gesinn hunn fléien mellt déi tierkesch Zeitung Sabah. Si soten datt den UFO mat wäisse Luuchten glanzt an datt et ëm sech selwer dréint. Istanbul hat fréier UFO Tëschefäll an der Vergaangenheet an 2002 gouf den Istanbul UFO Musée fir de Public opgemaach.	En UFO kéint an der Tierkei gesi ginn.	1
655	E massive Polio-Immuniséierungsfuerer ass a méi wéi 20 Natiounen vu West- an Zentralafrika amgaang awer an der Côte d'Ivoire huet Gewalt eng Ausstelle vun der Impfungskampagne forcéiert huet d'Global Polio Eradication Initiative (GPEI) den 18. November ugekënnegt.	Polio ass ënner Kontroll an der Welt.	0
656	BEIJING - Am Joerzéngt zënter datt d'chinesesch Regierung ugefaang huet Falun Gong ze represséieren e Kräizzuch deen d'Mënscherechtsgruppen soen zu de Prisong vun zéngdausende Praktiker gefouert huet an op d'mannst 2.000 Liewe gefuerdert huet ass d'Opmierksamkeet vun der Welt soss anzwuesch verréckelt. D'Fuerderung géint de spirituellen Grupp huet seng Leedung eliminéiert d'Ränge vu treie deziméiert a vill Chinesen iwwerzeegt datt de Grupp e "béise Kult" ass wéi d'Regierung seet. Awer 10 Joer méi spéit bleift de Krich géint Falun Gong ongeschloss.	Falun Gong ass eng spirituell Grupp.	1
657	E véier Deeg Noutstaat gouf an der Haaptstad vun der Mongolei Ulaanbaatar deklaréiert nodeems gewaltsam Protester no Uschëllegunge vu Wahlverletzung a Bedruch bei de Wahle Sonndeg optrieden. Berichter soen datt 5 Leit ëmbruecht goufen an iwwer 300 blesséiert goufen. Déi Blesséiert waren d'Police an d'Demonstranten déi ënner Dampvergëftung Gummikugelen a Steng leiden. Ënnert de Blesséierte war e japanesche Bierger deen de Moien no Japan geflu gouf.	300 Leit goufen a Mongolei ëmbruecht.	0
658	Ecuador huet kuerz Zäit an US Politik Debatten kritt. Awer an de leschte Joeren ass bedeitend ëffentlech Debatt am Ecuador stattfonnt iwwer déi gemeinsam US / Kolumbianesch Initiativ an hir Effekter op Ecuador a seng Bierger.	Peru debattéiert Grenzregioun mat Ecuador.	0
659	De Reagan gouf schwéier blesséiert vun enger Kugel vum John Hinckley Jr.	De Reagan huet e versichten Attentäter Kugel iwwerlieft.	1
660	Mat méi wéi 223000 Flüchtlingen schonn am Texas sot de Perry datt d'Beamten an de Reliefzentren ronderëm de Staat soen datt se aus Raum lafen.	Mat méi wéi 220.000 Flüchtlingen am Texas huet de Perry gewarnt datt säi Staat aus Raum leeft.	1
661	De Präis ass nom Alfred Nobel benannt e Pazifist an Entrepreneur deen Dynamit erfonnt huet am Joer 1866. Nobel huet vill vu sengem Räichtum hannerlooss fir de Präis ze grënnen deen d'Leeschtungen an der Physik Chimie Medezin Literatur an Efforte fir Fridden zanter 1901 geéiert huet.	Den Alfred Nobel erfonnt Dynamit am Joer 1866.	1
662	Sträiche leeën de Kapp an de Sand fir de Wand ze vermeiden.	Sträifen begruewen hire Kapp am Sand.	1
663	Den Hugh Jackman huet alles gemaach - bal. Hien huet d'Oscaren gehost op Broadway gedanzt säi Gewënner Grinsen geflitzt a seng Schauspillmuskele gebastelt awer e Freideg ass déi éischte Kéier datt den australesche Schauspiller de Wee an de Kino als Haaptattraktioun klot. Am "X-Men Origins: Wolverine" gëtt et keng Halle Berry oder Nicole Kidman vu senger Säit fir d'Box Office ze bueren. Dës Kéier ass et just den Jackman seng Klauen an e Koup Hollywood Erwaardungen op d'Zuel vun $150 Milliounen.	Den Hugh Jackman spillt den Zauberer Harry Houdini.	0
664	"Déi séier gemëschte Brigaden vu fréiere Feinde goufen an d'Frontlinne geschéckt ouni Gehälter Ratioune oder all formeller Ausbildung wat d'Wahrscheinlechkeet vun zukünftege Mënscherechterverletzungen erhéicht" sot Human Rights Watch an enger Ausso. Ënnert de fréiere Rebellen déi an der regulärer Arméi integréiert sinn sinn de Bosco Ntaganda dee viru kuerzem op d'Positioun vum Generol gefördert gouf. Hie gëtt op en Haftbefehl vum Internationale Strofgeriichtshaff gesicht fir Kannerzaldoten z'erhalen a gëtt virgeworf d'Rebellentruppen ze commandéieren déi am leschte November 150 Dierfer an der Stad Kiwanja massakréiert hunn.	De Bosco Ntaganda ass e Generol.	1
665	Den 84 Joer ale Poopst gouf an eng Spidolsfenster geréckelt an huet d'Leit geseent andeems hien d'Zeeche vum Kräiz a kloere Gesten gemaach huet wéi e Vatikan Fotograf Biller geknipst huet.	De Poopst huet d'Zeeche vum Kräiz gemaach.	1
666	Janet Elaine Adkins 54 huet eng kontrovers Maschinn benotzt fir Suizid zu Michigan ze maachen.	En Alzheimer Patient war zu Michigan fir en assistéierte Suizid.	0
667	D'Wette déi him d'Dinner fir véier gewonnen huet war iwwer d'Existenz an d'Mass vum Top Quark en Elementarpartikel deen 1995 entdeckt gouf.	Den Top Quark ass dee leschte vu sechs Aromen vu Quarks virausgesot vun der Standardmodelltheorie vun der Partikelphysik.	0
668	De Fuere Richtung dëst neit Gesetz gouf deelweis vun enger Serie vun Transport-Zesummenhang Katastrophen an de spéiden 1980er gedriwwen sou wéi d'Senkung vun der Cross-Channel Fähr den Herald of Free Enterprise am Joer 1987 der Uelegplattform Piper Alpha Katastroph am Joer 1988 an der Marchioness Thames Floss Boot Kollisioun an 1989. Méi wéi 400 Leit verluer hiert Liewen an dësen dräi Katastrophen mee keen Individuum oder Organisatioun war zu Rechnung bruecht.	100 oder méi Leit hunn hiert Liewe bei enger Fähr ënnergaangen.	0
669	De Brent Frei de Matgrënner vum Midmarket CRM Verkeefer Onyx Software Corp. plangt als Chef exekutiv a President zréckzekommen.	De Brent Frei verléisst de CEO.	1
670	Wéi d'Cheffen an Argentinien versammelen ier dëse Weekend regional Gespréicher benotzt den Hugo Chávez de Venezuela populistesche President en Energiewindfall fir Frënn ze gewannen a seng Visioun vum Sozialismus vum 21.	Den Hugo Chávez handelt als Venezuela President.	1
671	Al-Qaida-verbonne Militanten hunn zënter 2002 eng Serie vu Selbstmordattentater gemaach déi westlech Interessen an Indonesien zielen.	Zënter 2002 hunn Al-Qaida Militanten probéiert westlech Interessen an Indonesien ze schloen.	1
672	Frankräich soll Leit kompenséieren déi gesondheetlech Problemer haten als Resultat vun dräi Joerzéngte vun Atomwaffentester seet seng Regierung. Et war Zäit fir Gesondheetsbeschwerden z'ënnersichen déi vum Personal gemellt goufen déi un Tester deelgeholl hunn sot de Verteidegungsminister Herve Morin. Den Här Morin huet dem Le Figaro gesot datt Frankräich "säi Gewëssen trei soll sinn". Frankräich huet méi wéi 200 Tester duerchgefouert éischtens an Algerien a spéider a Franséisch Polynesien tëscht 1966 an 1996. Den Här Morin sot datt ongeféier 150.000 zivil a militäresch Aarbechter "theoretesch" vun den Tester betraff waren. Den Här Morin sot datt eng onofhängeg Kommissioun Fuerderunge vu Fall zu Fall ënnersicht. Hien huet bäigefüügt datt 10 Milliounen Euro ($ 136m; £ 93m) scho virgesi waren fir d'Affer ze kompenséieren.	Frankräich huet iwwer 200 Atomtester während 30 Joer duerchgefouert.	1
673	Obwuel hien mat der niddregster Majoritéit jeemools vun der regéierender Partei gewonnen huet 487% vun de Stëmmen huet seng Wahlziedelen bal déi vum Ausseminister Diego Fernandez de Cevallos dem Riets-Plaz verduebelt. An Insider sinn elo favoriséiert fir aner Latäinamerikanesch Wahlen an den nächste Méint ze gewannen: A Brasilien gëtt de Fernando Henrique Cardoso e fréiere Senat Leader a Cabinet Minister erwaart virum Ausseminister Luis Inacio (Lula) da Silva e lénke fréiere Laboratoire ofzeschléissen. Leader  an der éischter Ronn vum President.	De Fernando Henrique Cardoso ass e brasilianesche fréiere Senat Leader a Cabinet Minister.	1
674	Goldmining Operatiounen a Kalifornien an Nevada benotzen Cyanid fir dat Edelmetall ze extrahieren.	Cyanid gëtt am Goldofbau benotzt.	1
675	Den Hakimi huet och behaapt datt d'Rebellen de Mawlavi Waqifi ëmbruecht hunn e reliéise Leader an der südëstlecher Provënz Khost.	De Mawlavi Waqifi huet an der südëstlecher Provënz Khost gelieft.	1
676	"D'Afterschock ware manner an de leschten zwee Méint awer si schéngen erëm unzefänken. Mir si wierklech besuergt iwwer d'Schicksal vun dësen Inselen" sot Smriti Kana Saha vum Duerf Ranjat an der Mëtt Andaman Island Reuters iwwer Telefon.	Smriti Kana Saha ass en Awunner vum Ranjat Duerf.	1
677	Budapest besteet aus zwee Deeler Buda a Pest déi op de Géigendeel Säiten vum Floss sinn a vun enger Serie vu Brécke verbonne sinn.	Budapest besteet aus zwee Haaptdeeler déi 1873 fusionéiert goufen.	0
678	D'Schëff am Besëtz vum Mitsui O.S.K. Linnen a Flagged an der Cayman Inselen koum ënner Attack bei ronn 4 p.m. Somalesch Zäit (UTC+3) wéi Schéiss koumen aus zwee klenge Priatebooter. D'Schëff mat enger Crew vun uechtzéng aus de Philippinen huet e liichte Schued un der Front a Fënstere gebrach. D'Jasmine Ace war ënnerwee vu Sharjah Vereenegt Arabesch Emirater op Mombasa Kenia. Den 12675m Autoscarrier hat de 17. Mäerz mat 377 Occasiounsautoen zu Sharjah gelueden.	Mitsui O.S.K ass de Besëtzer vun de Cayman Inselen.	0
679	Konsumenten hunn weider manner Latte a Kaffi bei Starbucks am zweete Trimester kaaft an d'Restrukturéierungskäschte hunn zu engem 77 Prozent am Nettoakommes gefouert awer de Réckgang am Verkaf war eppes vun enger Verbesserung. Starbucks Corp. - verletzt an de leschte Véierel vun der Perceptioun datt seng Gedrénks ze deier sinn - sot e Mëttwoch datt de Verkaf op etabléierte Plazen 8 Prozent gefall ass souwuel weltwäit an an den USA déi éischt dräi Méint vun 2009 am Verglach mat engem Joer virdrun. An de leschten dräi Méint vum leschte Joer sinn de Starbucks weltwäite Selwe-Store Verkaf ëm 9 Prozent gefall an d'US Selwe-Store-Verkaf sinn 10 Prozent erofgaang.	Starbucks ass en US Kaffisgigant.	0
680	Israel kontrolléiert e Gebitt vu ronn 850 Quadratkilometer am Süde vun der libanescher Republik während Syrien ongeféier 30 dausend Zaldoten iwwer zwee Drëttel vum libanesche Territoire huet.	Syrien huet 30.000 Zaldoten a 60% vum Libanon an Israel kontrolléiert e Gebitt am Süde vun 850 Quadratkilometer.	1
681	Ashley Olsen huet decidéiert mat hirer Zwillingsschwëster ze bleiwen Mary-Kate amplaz op eng geplangten Rees an Australien ze goen fir d'Ouverture vun de Geschwëster hir lescht Filmaventure "New York Minute" ze promoten bericht d'AP.	Ashley Olsen plangt eng Rees an Australien mat Mary-Kate.	0
682	D'Privatbesëtzer Raumschëff ass nëmme ronn 400 Féiss an de Weltraum komm no Radarmiessungen awer et war genuch fir ze bestätegen datt et net méi e guttgeheescht Regierungsprojet brauch fir Weltraumreesen ze organiséieren.	privat Raumschëff lancéiert	1
683	De Premier Silvio Berlusconi gouf den 28. Mäerz gewielt mat engem Mandat fir d'Geschäftsreglementer vun Italien ze reforméieren an d'Wirtschaft aus der Rezessioun ze zéien.	Den italienesche Premier ass Silvio Berlusconi.	1
684	Och wann d'Zuel vun de bestätegte Ebola-Fäll liicht eropgaang ass op 26 a Gabon an op 16 am Kongo Brazzaville sinn nei Infektiounen elo sou niddereg datt et schéngt datt d'Epidemie "ausbrennt".	Ebola Epidemie brécht zu Zaire aus.	0
685	Laut Fuerschung gemaach vun enger Anti-Spam Fuerschungsfirma Sophos sinn d'USA den Hierkonft vun iwwer 42% vun all Spam. Nofolger sinn Südkorea mat 13% a China mat 8% vum Weltspam. D'Sécherheetsfirma huet en Audit vu sengen Honeypots gemaach fir mat den Zuelen ze kommen -en Honeypot ass e spezielle System opgestallt fir Spam oder Spammer unzezéien fir Spammer Aktivitéit ze moossen. Esou Aktivitéit ass net ganz onerwaart. D'USA stellen liicht iwwer 25% vun der ganzer Internetverbrauch aus wärend Südkorea a China ongeféier 4% respektiv 11% vun den Internetbenotzer op der Welt hunn. Awer dës Prozentzuelen weisen nach ëmmer op d'USA als eng onproportional Quell fir Spam.	D'USA produzéieren Spam.	1
686	"Glue sniffing" ass am meeschte verbreet bei Teenager. Si wuessen normalerweis dovunner wann aner Drogen wéi Alkohol a Cannabis hinnen verfügbar sinn. Siwe Joer ale si bekannt fir "Kleim Schnuffen" unzefänken. Wéinst dem soziale Stigma deen un "Kleimschnuffen" verbonnen ass stoppen déi meescht Snifter ëm 16 oder 17 Joer ausser si sinn eescht süchteg.	Glue-sniffing ass heefeg bei Jonker.	1
687	De pakistanesche President Pervez Musharraf huet um Dënschdeg zu London Gespréicher mam britesche Premier Gordon Brown gehalen a sengem Gaascht berouegt datt Pakistan de nächste Mount e faire Wale wäert halen a prett ass en nohaltege Kampf géint den Terrorismus an den Extremismus weiderzeféieren. D'Visite gouf allgemeng dem President Musharraf seng "Charme Offensiv" genannt. De pakistanesche Leader huet Gespréicher zu Bréissel Paräis um World Economic Forum zu Davos der Schwäiz an elo zu London an engem Effort deen als Versuch ugesi gouf europäesch Ënnerstëtzung fir seng Regierung z'ënnerstëtzen.	Musharraf begéint Brown zu London.	1
688	D'Stad ass mat Glasgow Dortmund Pleven a Le Mans verbonnen.	Dortmund ass mat Glasgow verbonnen.	0
