2445	An just domat: d'Rachel Maclean jongléiert op e puer Niveauen.	1
2446	An just Drock.	1
2447	An mam Pinsel geschaaft hues.	1
2448	An mat engem falsche Pretext d'Lëtzebuerger Architekten diskreditéieren.	1
2449	An mat iergendwellechen hypothetesche Géigner soss anzwousch.	1
2450	An mat vollem Mond geschwat!	1
2451	An méi zeréckkommen.	1
2452	An mussen direkt Angschtgefiller hunn, wann et knuppt.	1
2453	An nëmme bei Experten, mä bei jidderengem.	1
2454	An nëmme deeër vum drëtte Bam lénks, wéi a ville Koproduktiounen.	1
2455	An nëmme fir déi kal Deeg.	1
2456	An nëmme geschwat -	1
2457	An nëmme mat hinnen ze schwätzen, ma och nozelauschteren.	1
2458	An nëmme Mënschen, mee bal all Liewewiese bilden sou erfarungsbedéngte Reflexer aus.	1
2459	An nëmmen am Kontext vun der Flüchtlingskrise drängen national Interesse an de Virdergrond.	1
2460	An nëmmen an elektronescher Musek.	1
2461	An nëmmen dat: et ass dobäi och nach "gesond".	1
2462	An nëmmen deen takteschen Aspekt", seet de Mario Mutsch.	1
2463	An nëmmen déi.	1
2464	An nëmmen déi ierfgroussherzoglech Koppel huet sech dësen Optrëtt ugekuckt.	1
2465	An nëmmen de Kaffisbecher huet näischt am Land vum eisernen Troun ze sichen.	1
2466	…an nëmmen de Siggy vu Lëtzebuerg!	2
2467	An nëmmen de Simon Cowell schwiert op d'Wierkung vun Iessen.	1
2468	An nëmmen d'Jonge sollten hire Furri hunn.	1
2469	An nëmmen do.	1
2470	An nëmmen du mä och jiddereen deen dat hei léist.	1
2471	An nëmmen Italien betount dat.	1
2472	An nëmmen optesch!	1
2473	An nëmmen schreiwen.	1
2474	An nëmme vir.	1
2475	An nëmme wéinst dem peppege Motor.	1
2476	An onbedéngt zum Beschten.	1
2477	An quadratesch, also keng Ikea-Foto.	1
2478	An schlecht gemengt.	1
2479	An um Paräiser Schreifdësch vum Noël Simsolo.	1
2480	An vergiessen en Mundschutz unzedoen wanns de do eran gees, flotten Wenkel!	1
2481	An vergiessen, op de monatlechen Phototalk ze kommen.	1
2482	An vergiessen ze klicken fir se a besserer Qualitéit ze gesinn.	1
2483	An vun haut op muer.	1
2484	An wäit ewech gin ët Orangen.	1
2485	! an wann et ze speit as!	2
2486	An wéi annoncéiert mat engem Ecart vun e puer Méint.	1
2487	An wéi aus dem Handbuch vun engem Songwriter.	1
2488	An well hien déi meeschte Stëmmen hat.	1
2489	An wierklech an engem Prozess involvéiert sinn.	1
2490	An ze denoncéieren.	1
2491	An ze schwätze vun de wéinege Fraen a Féierungspositiounen.	1
2492	An ze vergiessen.	1
2493	An ze vergiessen hëllefen d’Biber och am Fréijoer bei der Scoutskiermes.	1
2494	An ze vill um Materialismus hänke bleiwen.	1
2495	An zulescht geet et ëm eis Sécherheet.	1
2496	An nie verstaan fierwaat et engem bei 25* kaal as!	9
2497	An Nord-Korea gi Rakéitentester kritiséiert.	6
2498	An Nordrhein-Westfalen wosst sech een Tesla-Fuerer méi ze hëllefen.	10
2499	An normalen Zäite bräichten d'Entreprisë sech esou ofzesécheren."	8
2500	An Norweger, Koreaner oder Japaner kenne Sëtzebleiwe guer.	9
2501	An noverhandele geet och.	4
2502	Ann weisou, Paul, ett sinn die witzech Detailer hei.	2
2503	An ob eben esou enger Grillparty waar ech virun all ze laanger Zait.	9
2504	An ob ech dann vläicht selwer dës oder déi „Äntwert“ erkennen.	4
2505	An obschonns de Luca dat am Ufank verstanen huet, huet et geklappt.	7
2506	An obwuel all des Eegenschaften positiv sinn, fënnt een en awer faszinéierend.	2
2507	An och 1974 zu Ettelbréck goung ët duer.	7
2508	An och am Doubel sollt et duergoe mat hirer Partnerin Jessica Crivelletto.	6
2509	An och am Match niewendrun huet et gutt ausgesi fir d‘Diddelenger.	7
2510	An och an der zweeter Halschent sollt et manner spannend bleiwen.	8
2511	An och bannen ass d'Gebai manner impressionnant.	7
2512	An och bei deene Gréngen ass de Koalitiounsaccord ëffentlech.	8
2513	An och beim Drock ass daat méi wichteg.	6
2514	An och beim Mais gesäit et gutt aus.	6
2515	An och d'Aktioune vun de Staren halen op.	9
2516	An och dat geet ouni Wonner.	4
2517	An och dat gëtt am Reportage ausgespuert.	4
2518	An och de Budget fir d’humanitär Hëllef gëtt gestrach.	10
2519	An och deem, dee sech express un d'Reegelen hält.	7
2520	An och deen „Dommsten“ gëtt all Dag erwëscht.	7
2521	An och dee vu "Casier".	7
2522	An och déi déck Kappstützen hëllefen géint Klaustrophobie.	6
2523	An och déi deelweis fiktiv Ergänzunge loossen d’Geschicht manner authentesch wierken.	10
2524	An och dei Fonktounen dei do opgelescht senn, iwwwerzeegen mech huer.	12
2525	An och de Koalitiounspartner CSV, wëll d‘Affär kommentéieren.	10
2526	An och den Autosmarché ass nach op selwechten Niveau wéi an normalen Zäiten.	6
2527	An och de Redoublement, als d’Duerchfale soll ofgeschaaft ginn.	10
2528	An och de Yungblud kann d'Gittar einfach aus dem Grapp leeën.	9
2529	An och dofir ass dem President Donald Trump seng Ausso hëllefräich.	10
2530	An och domatter ass d‘Lëscht komplett…	7
2531	An och do ëmgesat, respektiv zeréckgeholl.	3
2532	An och d'Präisser vun den Produite selwer dierften änneren.	10
2533	An och d’Pressefräiheet ass méi komplett garantéiert.	6
2534	An och d'Zil vun 800 Bornë bis 2020 wäert een erreechen.	12
2535	An och elo ass nach laang alles etabléiert.	6
2536	An och elo si guidéiert Visitten duerch d'Minn erlaabt.	10
2537	An och eng Äispist fir Chrëschtdag gëtt et 2020.	9
2538	An och esou grouss Protester sinn et dacks ginn an der amerikanescher Geschicht.	7
2539	An och fir d'Telefons- a Postfraise muss den Haff opkommen.	12
2540	An och haut huet dat Gefill nach nogelooss, ganz am Géigendeel.	7
2541	An och haut sin nach laang all Fotoën dervu gudd.	6
2542	An och hei am Land gesäit et besser aus.	7
2543	An och hei an menger Geigend geseit een daat doten oft.	10
2544	An och hei ass dat aalt Gesetz méi esou wierklech ee gutt Instrument.	7
2545	An och hei gëllt, datt alles eendeiteg ass.	6
2546	An och hei huet d'Bild sech geännert.	8
2547	An och inhaltlech géif hien iwwerzeegen.	5
2548	An och iwwerhaapt illegal.	3
2549	An och Kappbäll däerfen am Moment nach gemaach ginn.	7
2550	An och nach emol schwéier hinzekréien.	3
2551	An och „am Fong“, mä en ass et.	2
2552	An och an all Parteiprogramm hätt een ee gréngen Touch fonnt.	2
2553	An och dass iergend een dei muss stand hallen.	2
2554	An och esou.	2
2555	An och hiren Appetit.	2
2556	An och méi egoistesch denkt.	2
2557	An och nëmmen Europa.	2
2558	An och onméiglech ze maachen.	2
2559	An och säin Dram.	2
2560	An och vu besonnesch exzeptionelle Personnagen.	2
2561	An och wéini d'Objektiv erauskënnt.	2
2562	An och, wéini een a Pensioun kéint goen.	2
2563	An och wirklech oofschreckend.	2
2564	An och wous de Wunns, oder weess wous de deng Fotoen mëschs.	2
2565	An och Sport a Kultur, People a Lifestyle kommen ze kuerz.	10
2566	An och un Scholdzouweisungen huet et gefeelt.	6
2567	An och wann dat sou wier: An?	4
2568	An och wann deng enk Kollegen dech fir voll huelen.	7
2569	An ofgesinn dovunner, datt Geld a Material onbedéngt Synonym vu Liewensqualitéit sinn.	8
2570	An oft huele mer eis se leider.	7
2571	An oft kënnt een Ongléck eleng.	5
2572	Anonym Zeienaussoe ginn viru lëtzebuergesche Geriichter zougelooss.	3
2573	An: op 1 Betreier dierfen méi wéi 6 Kanner kommen.	6
2574	An op de Corona doud ass sin ech se.	8
2575	An op der anerer Säit géing een Alibi stoen, deen lupenrein wier.	11
2576	An op eemol einfach méi.	4
2577	An op ginn, och wann et villäicht laang dauert maachen ech!	12
2578	An op seng brong Ae schonns guer.	7
2579	An ouhni Kritik vun erfahren Fotografen kommen d Ufänger och vum Fleck.	10
2580	An ouni d‘USA geet de Plang op.	8
2581	An ouni Flossen kommen se nun mol firun!	7
2582	An ouni Fraen och.	4
2583	An ouni Franséisch geet et jo hei am Land, oder?	6
2584	An ouni Impfstoff brauche mir eng Herdenimmunitéit, wéisou verstin daat souvill Lait?	13
2585	An ouni Macro oder mëttlert Teleobjectiv ass et och einfach, ze fotograféieren.	9
2586	An ouni puer "Schrammen" an eng präzis Fierbereedung geet esou eppes.	13
2587	An ouni Respekt kann eng Schoul fonctionnéieren.	6
2588	An ouni Suen wier dat realiséierbar gewierscht.	5
2589	An ouni Waasser kéinten se iwwerliewen.	5
2590	An ouni Zesummenhalt och ze iwwerwannen.	4
2591	An Photo hun ch kaum beaarbescht well ch dat och na wierklech kann.	11
2592	An picasa jennen ech, schaffen mamm ps.	4
2593	An Qualiteit war esou immens.	3
2594	An saturatioun erop funktioneiert well dan gesait et direkt schlecht aus.	4
2595	Anscheinend as d'Ikanos Vermettlungsstell mei dei aktuellsten Technik laut verschiddenen Foren.	6
2596	Anscheinend geet et vir déi Meescht awer duer vur eng Kritik ze schreiwen.	7
2597	Anscheinend géif dëst Parkhaus awer iwwert eng Drive-in-kees verfügen.	5
2598	Anscheinend gëtt et dat elo méi fir d’lëtzebuerger Literatur?	5
2599	Anscheinend hu méi wéi en Drëttel vun de Mënschen genuch Schlof.	9
2600	Anscheinend stéiert dat awer déi reich Länner.	7
2601	Anscheinend war se gudd genuch.	3
2602	Anscheinend wieren dei Fotoen gudd, an definitiv deier!	8
2603	An schlëcht interpretéiert as seng Architektur.	6
2604	An scho guer, déi online weider ze verbreeden.	3
2605	An Schold, neen, déi wor et jo nu bestëmmt.	11
2606	An se ass nogeschärft ginn am Photoshop.	3
2607	An sengem Häerz verfällt et.	5
2608	An senger Géigewäerteger Form wier dëse Service reforméierbar.	7
2609	An senger Geschicht ginn et se.	6
2610	An se och oft Acceptéiert ginn.	4
2611	An si ass et elo och nach.	7
2612	! an sin dir emol begéint!	5
2613	An si sinn enttäuscht ginn.	3
2614	An si wëssen dacks, wéi eng Servicer ugebuede ginn."	4
2615	Ansonsten, wel ech mei dozou soen!	4
2616	An soss eben.	3
2617	An sou engem Europa kann ee sech wierklech doheem fillen.	7
2618	An sou immens verpixelt fannen ech se och mol.	9
2619	An sou schlecht schmaacht alkoholfräie Béier och elo, oder?	8
2620	An sou schlecht schmaacht den alkoholfräie Béier och, oder?	8
2621	An tatsächlech leeft et och beim Jeremy Corbyn ronn.	8
2622	An Tempo 30 Zonen zum Beispill géif dacks genuch kontrolléiert ginn.	7
2623	An Thailand hate Camper hire Knascht fort geraumt a kruten et einfach nogeschéckt.	6
2624	"Antisemitismus betrëfft déi ganz Populatioun, just d'Judden"	7
2625	Antivirusprogrammer ouni Bios/UEFI Scanner erkennen dee Virus also.	10
2626	An't Resultat ass och besser.	6
2627	An trotzdeem passt et de Ministeren vu Gambia méi an de Krom!	8
2628	An trotzdeem wäert d’Lëtzebuerger Nationalpolitik rouen.	7
2629	An trotzdem ass doduerch d'Foto esou gutt wéi se kéint sinn.	7
2630	An trotzdem Freijoer virun 14 Deeg hat ech mein 50 mm nach.	12
2631	An trotzdem: Schumms du dech esou no erun ze goen?	6
2632	An trotzdem sinn si hirer „Fürsorgepflicht“ fir de Staat gerecht ginn.	11
2633	An trotzdem si se nach ausgestuerwen.	5
2634	An trotzdem wollten sech eis Jongen als Opsteiger verstoppen an waren voll motivéiert.	8
2635	An trotz de schwieregen Zäite schéngt de Succès ausbliwwen ze sinn.	8
2636	An trozdeem entsprecht dess Foto mengem Gout.	5
2637	An't Schäerft op AV.	4
2638	Äntwerte kann “Tutti a casa” – natierlech - liwweren.	10
2639	Äntwerte krut hien.	3
2640	Äntwert elo wéi Är Diplomaten.	2
2641	Äntwerten dozou sinn virum Hierscht 2017 ze erwaarden.	3
2642	Äntwerten liwweren Arcade Fire iwwregens.	5
2643	Äntwerten wéi ee se onbedéngt erwaart gëtt et normalerweis bei den Déckkäpp.	4
2644	Äntwert: hie wier haut Premier.	5
2645	Äntwert YW: dat ass esou geduecht.	5
2646	An u „Gedéiesch“ feelt et um Kass-Haff!	11
2647	An um Brian Kirk scheitert "21 Bridges" wierklech.	10
2648	An um häerzlechem Empfang huet et gefeelt.	6
2649	An un Aarbecht an Iddien huet de Entwéckler, Programméierer an Designer gefeelt.	12
2650	An un Aarbecht huet et gefeelt.	5
2651	An un dat meescht konnt hien sech erënneren.	7
2652	An un Erklärungen huet et gefeelt…	5
2653	An un Interpellatiounen huet et der ADR och gefeelt.	8
2654	An vergiesst hier Exkrementer opzesammelen – e fantasteschen natierlechen Dünger!	2
2655	An verstoppen well ech eigentlech näischt, ech schreiwen just besonnesch gären!	10
2656	An vill méi ass do menger Meenung no méi méiglech!	8
2657	An virun allem: Geif eng Infirmiére duer goen?	7
2658	An vun soss vill.	3
2659	An wann deen Objet sech beweegt dann passen dei 3 Fotoen mei openeen.	11
2660	An wann den 85mm mei kascht geif ech och fir deen opteieren.	4
2661	An wann ech ganz eierlech sin, kann ech deen Kommentar sou noempfannen.	11
2662	An wann ech haard soen, dann mengen ech nemmen ziemlech haard.	9
2663	An wann ech dee leschten Saatz an mengem Kommentar geschriwwen hätt?	3
2664	An wann keen Auto weit a breet ass ass et jo schlemm.	11
2665	An wéi et ausgesinn huet, waare zwou Persoun dorunner bedeelegt.	7
2666	An wei schon gesoot missten dei Flecken sin.	7
2667	An well ech spillen kann hun ech se halt photographeiert.	3
2668	An well en schaarf ass.	3
2669	An well och mei gesinn fir eng gelongen Foto.	3
2670	An wien géint Fraequoten ass, ass och géint Gläichberechtegung.	8
2671	An wien huet et scho gären gutt schnuckeleg waarm Doheem.	4
2672	AN wiesou hunn se dann Däitsch gewielt?	5
2673	An wouvun der méi esou vill bleift.	3
2674	An Zäite vu Corona e Concert ze organiséieren ass ganz einfach.	9
2675	An Zäite vu Globaliséierung kënnen an däerfe mir dat méi soen.	9
2676	An Zäite vu Klimawandel wier dat akzeptabel.	6
2677	An Zäite vu staarkem Wuesstem an engem Land ass Buedemschutz evident.	10
2678	An Zäit vun nëmmen 6 Joer huet deen manner wéi 20 Hexenprozesser ugestiwwelt.	8
2679	An zeck eis deng Ideen matzedeelen.	2
2680	An zemol den décken Néckel mat sengem décke Néckelsbauch.	2
2681	An zéng EU-Länner ass d'Ekonomie am Gläichgewiicht.	9
2682	An ze soen, neen, ech wëll et maachen.	9
2683	An ziel lo all Iebes, ech mengen du verstehs wat ech mengen.	3
2684	An zu gudder läscht dierf de Sport feelen.	7
2685	An Zukunft ass dat méi de Fall.	4
2686	An Zukunft dierfen Déieren zu Lëtzebuerg och méi aus ekonomesche Grënn doutgemaach ginn.	7
2687	An Zukunft géing d'SNPGL méi de Mond halen.	6
2688	An Zukunft géing d’SNPGL méi de Mond halen.	6
2689	An Zukunft gëtt intelligent a strukturéiert kompenséiert, an méi konzeptlos!	9
2690	An Zukunft gëtt méi egal wou kompenséiert, just well muss kompenséiert ginn!	3
2691	An Zukunft gëtt och méi op landwirtschaftlech guddem Buedem kompenséiert!	4
2692	An Zukunft méi Spriecher vun "Wee 2050"	2
2693	An Zukunft soll dat méi de Fall sinn.	4
2694	An zu menger grousser Iwwerraschung sot hien "Nee, wierklech."	10
2695	An zwar fir d'éischte Kéier op MTV, mee um Internet.	7
2696	An zwar gouf decidéiert datt ee wéilt matmaachen beim Projet Europäesch Kulturhaaptstad 2022.	6
2697	An zwar mam Argument, si géifen zum richtege Vollek derzou gehéieren.	7
2698	An zwar fir iergend e koalitionäre Prétendant, mä fir d'Wieler.	2
2699	An zwar just mënschlech Protagonisten, mee och Krokodillen.	2
2700	An zwar nëmme mat Hëllef vun Drogen.	2
2701	An zwar nëmmen a punkto Déieren-Attacken.	2
2702	An zwar nëmmen eemol, mee op d'mannst fënnef Mol.	2
2703	An zwar nëmmen Groussbritannien.	2
2704	An zwar säin Outfit, oder säi Sonnebrëll.	2
2705	An zwar wéinst hinnen, mä wéinst dem Land.	2
2706	An zwar relativ genee, awer 100-Prozenteg beschriwwe ginn.	6
2707	An zweetens datt dat soll politesch gekuckt ginn.	4
2708	Aol geet zwar lo rem senger wee mee dei genee Grenn wees ech.	13
2709	A pardon, mä dat geet haut leider méi duer.	8
2710	A pauschal Äntwerte géifen duer goen.	4
2711	A Peking huet Ziler, a Scholden noloosse gehéiert derzou.	9
2712	Apocalypse ass nach fir mar!	3
2713	A Politiker mat „Schwächte“ ginn, esou hir Opfaassung, gewielt.	12
2714	Appeller jiddefalls, Här Ausseminister, gi méi duer!	7
2715	Äppel schmaachen nëmme wonnerbar, ma si sinn och nach gesond.	2
2716	Apple geet leider och, hun Windows.	4
2717	A Priori kommen dem Ressortminister no also guer sou vill Sitten a Fro.	8
2718	A Priori wär et de grousse Scoop.	4
2719	A probéiert guer d’Sportskanoun z’imitéieren.	3
2720	A Propos Däitschland, deenen däitsche Bouschéisser hiert Material war zu Minsk ukomm.	10
2721	Apropos Geld: 't ass méi déck bei mir am Portemonni.	6
2722	Apropos interkulturellen Theater: Deen dierft sech just iwwert d’Sprooch definéieren.	7
2723	A propos, liesen ass eng Passioun vum Staatsminister, ob Vakanz oder.	13
2724	A propos Staategemeinschaft: Europa huet an dëser Kris net grad geglänzt.	9
2725	Apropos vill Kalorien, un deene feelt et zum Beispill och a Nordamerika.	11
2726	Apropos vum Christiane Kremer  sou bescheiden!	4
2727	Apropos vum Gibbes Bertolo dat Éischtbescht …	4
2728	A punkto administrativ Vereinfachung wier zwar vill geschitt, ma nach genuch.	11
2729	Aquaman ass gutt, awer phänomenal.	5
2730	Arbitter-Expert Alex Feuerherdt ass sengersäits dofir.	7
2731	ArcelorMittal gehéiert also nëmmen zu de Verléierer.	3
2732	ArcelorMittal: "Kënnen prezis soen, wat op der Deponie läit"	4
2733	Architect, war dat den Christian Barsotti?	4
2734	Architekte wieren hautdesdaags méi vill um Chantier selwer.	3
2735	Är Donnéeë ginn verkaf oder un eng drëtt Partei weiderginn.	3
2736	Är Donnéeën ginn ouni Ären ausdrécklechen Accord un anerer weiderginn.	3
2737	A Realitéit wier hien awer sou skeptesch, wat Technologie géif ugoen.	5
2738	Äre Film ass nach a Bulgarien gewise ginn.	4
2739	Äre Konto ass nach aktivéiert ginn.	4
2740	Är E-mailsadress wäert verëffentlecht ginn.	5
2741	Ären Zougang ass geschützt a kann zeréck verfollegt ginn.	6
2742	Äre vis-à-vis de Claude Wiseler ass domatter averstanen.	10
2743	Är Fro gouf nach beäntwert?	4
2744	Ar Garantie op d'Spill ze setzen.	2
2745	Argumentéiert huet den ADR Deputéierten dat awer.	7
2746	A riicht zeihen wollt ech se grad.	7
2747	Är individuell Entreprise ass vun der Kris betraff?	4
2748	Är Informatioune ginn un Drëttpersoune weiderginn.	3
2749	Arméiert Ausenanersetzunge sinn d’Ausnam, mä éischter d’Reegel.	3
2750	Är Miwwel ass ongeféier zéng Joer al an ass wierklech méi aktuell?	10
2751	Är Nopere sinn nach Client bei Q8Mazout?	4
2752	Är Pläng sinn onbedéngt iwwerall gutt ukomm.	3
2753	Art par hasard ass daat nun elo guer.	8
2754	Är Ufro gouf duerchgefouert.	3
2755	A Russland hu se wëlles sech op déi nei amerikanesch Rhetorik anzeloossen.	4
2756	Asa 50! Ok hätt ech geduet.	6
2757	A Saache Sport gesäit et vill anescht aus.	5
2758	As awer guer gäer gesin bei den CFL.	3
2759	As awer schlemm.	2
2760	Asbl AKUT: “D‘Ëmwelttoxikologie sollt een ënnerschätzen”	9
2761	A schliisslech ass Waasser, am Ënnerscheed zu den Iesswueren, beliebeg vermehrbar.	11
2762	A schliisslech kënne mir zwee jo derfir, wann hinnen den Index fortleeft.	6
2763	A schliisslech zulescht fir schéin Momenter a origineller sportlecher Ambiance ze verbréngen.	2
2764	A scho guer am Café des Artistes.	3
2765	A scho guer am Summerlach.	3
2766	A scho guer an deem jonken Alter."	3
2767	A scho guer an engem Kannerbuch!	3
2768	A scho guer bei de Meedercher.	3
2769	A scho guer d'Geschicht.	3
2770	A scho guer ënner Frënn!	3
2771	A scho guer fräiwëlleg.	3
2772	A scho guer géint iergendeng Partei.	3
2773	A scho guer iwwert de Pastafarianismus!	3
2774	A scho guer mat Wertuurteler ze beleeën.	3
2775	A scho guer vun der Onrou.	3
2776	A scho guer vun esou enger Tutsch ewéi vun Iech.	3
2777	A scho guer vun esou Schnuddleren ewéi iech.	3
2778	A scho guer wëlle mer e Pop-Up Store.	3
2779	A scho komesch dass d'Leit eens ginn domat an du.	12
2780	A scho mol direkt da wann een esou Saachen am Alldag drénkt.	11
2781	A schonn guer am Café des Artistes.	3
2782	As daat do zoufälleg an den kasematten fir raus?	3
2783	As daat de Fall wärte mir 5 Ennerschreften vun der Majoritéit drop sezten.	2
2784	As daat eichter schwartz giel rout?	2
2785	As daat mat bessen nom Treverer sengem Tutorial bearbecht?	2
2786	As dach wichteg oder?	2
2787	» — as dat bal g. mat iech?	4
2788	As dat e bessi traureg?	2
2789	As dat erwenscht?	2
2790	As dat *or* the highway?	2
2791	As den 100mm mat IS zimmlech deier?	5
2792	As den Luchtepotto dann riicht?	4
2793	As den Site do fier op Feeler opmirksam gemeet ze gin?	3
2794	As dës schéin Kapell zu Déierbech méi erhalenswert?	6
2795	As des villeicht einfach onscharf?	3
2796	As do e bessen zevill Photoshop am Spill? gesait sou verwescht aus.	2
2797	A Sécherheets ze liewen a sozio-ekonomesch Entwécklung ze erliewen ass selbstverständlech.	12
2798	A sécher genuch Kachkéis iessen.	2
2799	A se haten Zäit, all Aspekter vum Programm auszewäerten.	3
2800	As elo béis gemengt, et get mer awer zevill driwer gejoubelt.	2
2801	A sengem eegene Betrib géif dat Onkrautmëttel guer agesat.	8
2802	A sengen Ae geet déi sougenannten Noutbrems duer.	7
2803	A sengen Aen wäert dat och geschéien.	6
2804	A senger Kandheet war et awer esou einfach.	6
2805	A senger zweeter Äntwert geet de Premierminister guer op eis Froen an.	8
2806	A seng Roll bei der Ausléisung vum Irakkrich ass och guer kloer.	11
2807	A seng Zäit verléiert hien gär.	5
2808	As en jo och, kuck den EXIF.	4
2809	A serieméissegen Allrad a Boxermotor si nu wierklech déi schlechste Charaktereegeschaften.	8
2810	A se sëtzen do niefteneen a kënne dersonner sech iergendwéi ze behuelen.	7
2811	A se waren nëmmen onheemlech mä och onheemlech professionell.	3
2812	A si gi sech eens, si fanne keng Léisung.	4
2813	A si goufen enttäuscht!	3
2814	A si hu gesot, wat si wéissten, wär dat wouer."	11
2815	A si hunn esou Gemengheeten verdingt!	5
2816	A si hunn driwwer geschwat.	3
2817	A si kommen och drop.	4
2818	A si eleng.	2
2819	A si schéngen dem Brot ze trauen.	5
2820	A si sech intern guer eens.	5
2821	A si sinn déi eenzeg déi Suergen hunn.	3
2822	A si sinn eleng!	3
2823	A si sinn just beleidegend.	3
2824	A si sollen ophalen domat.	3
2825	A si stoung mat hirer Aschätzung eleng do.	6
2826	A si waren eléng!	3
2827	A si zécken, Referenz dorop ze maachen.	3
2828	As jo schlemm.	2
2829	As jo wei wa meng hallef Famill vu Gubbio kéim.	2
2830	As jo och sou einfach bei enger Foto vun baal 50 Joer.	3
2831	As just méi kleng gemach, na entgrimmelt an sou.	7
2832	As keng Bei mee eng Tarnmeck, hun se leider aanechters erwescht.	10
2833	As leider méi méiglech.	2
2834	As leider méng Collectioun :o( Mir gehéiert nëmmen 1 dovun.	2
2835	As lo och sou speziell!	3
2836	As menger Meenung no eng Perspekive dei een sou oft gesait.	8
2837	As mer genuch dreckeg:.	2
2838	As 100% scharf, mee awer flott festgehaal.	1
2839	As béis gemengt awer wéi ech fannen eng berechtëgt fro.	1
2840	As ema einfach en passenden titel ze fannen.	1
2841	As ganz su daier wi eng Makrolens.	1
2842	As graat mein Blotoun vir den Himmel.	1
2843	As och Technik interessant.	1
2844	As vill drun gebastelt bessi Sättegung erobgesaat.	1
2845	As vill lass do dran.	1
2846	As wierklech vill.	1
2847	As och direkt schlecht, hätt just eeben bessen manner geholl.	2
2848	A soll een einfach déi zwee kucken?	3
2849	A Sonndesrieden der Jugend no dem Mond ze rieden, dat geet duer.	12
2850	A soss vill.	2
2851	A sot, de Rifkin hätt dat gär sou!	2
2852	A sou dack gesäit een de Kuckuck och vu sou no.	8
2853	A souguer déi grouss Geschäfter hunn et einfach.	7
2854	A souguer wann et géif weidergoen, gëtt et näischt ze bereien.	4
2855	A soulaang Mënsche stierwen, wäert Fräiheet ënnergoen.	7
2856	A sou wollt een einfach, datt hien ophält mat spillen.	5
2857	Asperger ass gläich Asperger!	2
2858	Ass alles bei mir, weit vun menger Hausdier.	5
2859	Ass alles esou schlëmm.	2
2860	Ass an där Hisiicht schonn nees onmoralesch, alles wëllen ze moraliséieren?	4
2861	Ass an deem Fall all béist Wuert, vun enger rosener Persoun Cybermobbing?	4
2862	Ass an dësem Fall awer sou, de Sandro kënnt aus Schweden.	5
2863	Ass an hirer Éierlechkeet ze iwwertreffen.	4
2864	Ass Äre Bilan vläicht iwwerzeegend genuch?	4
2865	Ass awer just meng Meenung, aanerer gingen daat vleit sou gudd fannen.	10
2866	Ass awer komesch dass den auto normal leeft ouni db-killer.	6
2867	Ass awer nach fir haut a muer.	3
2868	Ass awer de Fall.	2
2869	Ass awer déi wäerm getéinten!	2
2870	Ass awer onbedéngt néideg.	2
2871	Ass awer schlecht ginn.	2
2872	Ass awer schlemm.	2
2873	Ass awer schwéier ze verstoen.	2
2874	Ass awer wichteg…	2
2875	Ass awer och doweins duerch een CGI-belleg-effekt representeiert.	4
2876	Ass awer och weider geféierlech, soulaang ee keng Allergie drop huet!	3
2877	Ass awer – wéi gesoot – nach definitiv.	7
2878	Ass bei Sex Education awer de Fall.	5
2879	Ass bestëmmt esou einfach sou Fotoen ze maachen.	2
2880	Ass daat ë gudden Grond fir nachemol de Grill eraus ze huelen?	2
2881	Ass daat zoufällecherweis op der Bettmeralp?	2
2882	Ass dach gudd ginn oder?	5
2883	Ass dach wichteg waat den vazaapt.	2
2884	Ass d’ADEM gutt opgestallt fir an dëse Krisenzäiten optimal ze fonctionéieren?	4
2885	Ass däi Bild éischter en Iwwergang wéi en Ënnergang?	3
2886	Ass däi Plang, Mënschen ze gebrauchen, zimlech riskant?“	8
2887	Ass dann genuch Solidaritéit?	2
2888	Ass dat Äerer Meenung no richteg?	5
2889	Ass dat awer e bëssen eng komesch Situatioun an där ganzer Saach?	3
2890	Ass dat awer eréischt Kiermesufank?	3
2891	Ass dat dann awer Wonschdenken?	4
2892	Ass dat dann elo aremséileg oder?	6
2893	Ass dat dann elo vu Virdeel oder?	7
2894	Ass dat dann iwwerhaapt nach méiglech, d'CGFP seet mat eis?	13
2895	Ass dat dann dat selwecht am Gréngen?	3
2896	Ass dat dann eng schéi Virstellung?	3
2897	Ass dat dann faszinant?	3
2898	Ass dat dann schéin?	3
2899	Ass dat dann schiedlech?	3
2900	Ass dat dann schiedlech fir d’Gelenker?	3
2901	Ass dat dann wouer?	3
2902	Ass dat do e schlecht Signal da fir déi Clienten?	3
2903	Ass dat doten eng extreem geféierlech Situatioun fir eist Land?	3
2904	Ass dat e gängege Prozess, datt d'Geriicht dem Parquet nokënnt?	12
2905	Ass dat elo méi de Fall?	3
2906	Ass dat eng Iddi déi Dir kënnt matdroen oder?	9
2907	Ass dat esou well dës sech iwwerhaapt dierfen detachéieren?	7
2908	Ass dat esou, well sech d’Camionneuren iwwerhaapt dierfen «detachéieren»?	10
2909	Ass dat heient Schëld dann Beweis genuch?	5
2910	Ass dat, léif Matchrëschten, eigentlech ee ganz schéine Gedanken?	6
2911	Ass dat absurd?	2
2912	Ass dat alles kale Kaffi?	2
2913	Ass dat Äppel mat Biere verglach?	2
2914	Ass dat awer alles verdréint?	2
2915	Ass dat awer e bësse spéit?	2
2916	Ass dat awer ganz extrem optimistesch?	2
2917	Ass dat awer och e groussen administrative Opwand?	2
