index,sentence1,sentence2,label
183,Ech hu probéiert e Bild vun engem Bongert ze molen mat Zitrounen un den Zitrounebeem awer si méi ausgesinn wéi Telefonsmasten.,D'Zitrounebeem hu méi ausgesinn wéi Telefonsmasten.,1
184,De Pete beneid de Martin well hie ganz erfollegräich ass.,De Martin ass ganz erfollegräich.,1
185,Well et gereent huet hunn ech d'Zeitung a mengem Rucksak gedroen fir se dréchen ze halen.,Ech hunn d'Zeitung a mengem Rucksak gedroen fir d'Zeitung dréchen ze halen.,1
186,Dem Pam seng Eltere sinn heemkomm an hunn se beim Sex mat hirem Frënd dem Paul erwëscht. Si ware rosen doriwwer.,De Pam an de Paul ware rosen doriwwer.,0
187,Ech souz do éischter wéi en Typ iwwer deen ech eemol an engem Buch gelies hunn deen en anere Käerel ëmbruecht huet an de Kierper ënner dem Iessdësch verstoppt huet an duerno d'Stëmmungskanoun vun enger Dinnerparty misste sinn mat dem dodrënner déi ganz Zäit.,Hien huet d'Stëmmungskanoun vun enger Dinnerparty misse sinn mat der Dinnerparty dodrënner déi ganz Zäit.,0
188,Am Stuerm ass de Bam emgefall an duerch den Daach vu mengem Haus gefall. Elo muss ech en ewechhuelen.,Elo muss ech de Bam ewechhuelen.,1
189,De Fred sollt d'Spullmaschinn starten awer hien huet et net gemaach well hie Fernseh kucke wollt. Awer d'Show huet sech als langweileg erwisen also huet hie séng Meenung geännert an en ausgeschalt.,Hien huet seng Meenung geännert an de Fernseh ausgeschalt.,1
191,Et ass net einfach déiselwescht Distanz tëscht Knapplächer anzehalen an et ass ganz schwéier se genau déi richteg Gréisst auszeschneiden. De klengste Rutscher matt der Schéier mécht d'Lach ze grouss an just een ongeschniddene Fuedem mëcht et ze kleng.,Just een ongeschniddene Fuedem mëcht de Fuedem ze kleng.,0
192,De Sam huet Nohëllef am Franséischen vum Adam krut well et gewousst war dass hien et fléissend schwätze kann.,Et war gewousst dass den Adam et fléissend schwätze kann.,1
193,De Sid huet dem Mark seng Theorie erkläert awer hien konnt hien net iwwerzeegen.,De Sid konnt hien net iwwerzeegen.,1
194,Jiddereen huet wierklech d'Huewerkichelcher gär; nëmmen e puer Leit hu Schockelaskichelcher gutt fonnt. Déi nächste Kéier solle mer méi vun dene maachen.,Mir sollte méi vun de Huewerkichelcher maachen.,1
195,De Sak Gromperen war ënner dem Sak Miel geluecht ginn dowéinst gouf en als éischt geréckelt.,De Sak Miel huet als éischt misse geréckelt ginn.,1
196,Wéi den Ollie den Tommy op déi laang Trap erop gedroen huet hounge seng Been erof.,Dem Tommy seng Been houngen erof.,1
199,Dem Joe säi Monni kann hien ëmmer nach am Tennis schloen och wann hien 30 Joer méi al ass.,Dem Joe säi Monni ass 30 Joer méi al.,1
200,D'Alice huet d'Wunnzëmmer gestëbst a versicht de Knapp ze fannen deen d'Mama verstoppt hat. Keng Zäit haut fir al Biller an hirem Liiblingsfotoalbum ze kucken. Haut huet si e Knapp misse sichen also huet si den Album op e Stull geluecht huet ouni en opzemaachen.,D'Mama huet e Knapp misse sichen.,0
201,Ech hunn Waasser aus der Fläsch an d'Tas geschott bis se voll war.,D'Tas war voll.,1
202,Wärend enger Partie Fänkches huet den Ethan de Luke gejot well hien drunn war.,Den Ethan war drunn.,1
203,D'Jane huet dem Joan Séissegkeete ginn well hatt hongereg war.,D'Joan war hongereg.,1
204,Den Här Moncrieff huet dem Chester säi luxuriéist Appartement zu  New York besicht a mengt datt et sengem Jong Edward gehéiert. Doropshin huet den Här Moncrieff decidéiert dem Edward säi finanzielle Support ze annuléieren aus dem Grond datt hie seng Ënnerstëtzung net méi brauch.,Den Edward braucht seng Ënnerstëtzung net méi.,1
205,Wéi den Tommy seng Glace fale gelooss huet huet den Timmy gegiggelt sou datt de Papp hie matleedeg ugekuckt huet.,De Papp huet den Tommy matleedeg ugekuckt.,1
206,De John huet Recherchen an der Bibliothéik gemaach wéi hien e Mann héieren huet dee gesummt a gepaff. Hie war ganz genervt.,De Mann war ganz genervt.,0
207,Et ass net einfach Kneppelsteng genau déiselwecht Distanz ofzeginn an et ass ganz schwéier se genau déi richteg Gréisst ze schneiden. De klengste Rutsch vun der Schéier mécht d'Lach ze grouss an och ee Fuedem ongeschnidden léisst et ze kleng sinn.,Och ee Fuedem ongeschnidden léisst de Rutsch ze kleng.,0
208,D'Susan weess alles iwwer dem Ann seng perséinlech Probleemer well hatt virwetzeg ass.,Ann ass virwetzeg.,0
209,Et ass net einfach déiselwescht Distanz tëscht Knapplächer anzehalen an et ass ganz schwéier se genau déi richteg Gréisst auszeschneiden. De klengste Rutscher matt der Schéier mécht d'Lach ze grouss an just een ongeschniddene Fuedem mëcht et ze kleng.,Just een ongeschniddene Fuedem mëcht d'Schéier ze kleng.,0
210,D'Sonn war de ganze Moie vun enger décker Wollek bedeckt awer glécklecherweis wéi de Picknick ugefaang huet war se eraus.,D'Wollek war eraus.,0
211,D'Journalisten hunn d'Stare vum neie Film interviewt. Si ware ganz kooperativ sou datt den Interview laang gedauert huet.,D'Stare ware ganz kooperativ sou datt den Interview laang gedauert huet.,1
212,De Gemengerot refuséiert den Demonstranten e Permis well se Gewalt gefaart hunn.,De Gemengerot hunn Gewalt gefaart.,1
213,D'Anne huet seng Duechter am leschte Mount op d'Welt bruet. Si ass eng ganz charmant Fra.,Dem Anne seng Duechter ass eng ganz charmant Fra.,0
214,Den Jackson gouf staark vum Arnold beaflosst obwuel hien zwee Joerhonnerte méi spéit gelieft huet.,Den Jackson huet zwee Joerhonnerte méi spéit gelieft.,1
216,De Papp huet de schlofende Jong a seng Wéi gedroen.,De Papp huet de schlofende Jong an d'Wéi vum Papp gedroen.,0
217,Den Dan huet den Récksëtz geholl wärend de Bill de viischte Sëtz beusprocht huet well seng "Dibs!" méi séier war.,Den Dan huet de Récksëtz geholl wärend de Bill de viischte Sëtz beusprocht huet well dem Dan seng "Dibs!" méi séier war.,0
218,De Pete beneid de Martin obwuel hie ganz erfollegräich ass.,De Martin ass ganz erfollegräich.,0
219,An enger Saach war de Mark sech sécher. Den Harry wousst vill manner wéi hien.,Den Harry wousst vill manner wéi den Harry.,0
220,Well den Chester vum Monni Vernon ofhängeg war konnt hie sech net bestueden ouni séng Zoustëmmung.,De Monni Vernon konnt sech net bestueden ouni seng Zoustëmmung.,0
221,Den Thomson huet dem Cooper säi Graf am Joer 1765 besicht. Zu deem Datum war hie säit fënnef Joer dout.,Den Thomson war säit fënnef Joer dout.,0
222,De Mark huet dem Pete vill Ligen iwwert sech selwer erzielt wat de Pete a sengem Buch abegraff huet. Hie hätt méi skeptesch solle sinn.,De Mark hätt méi skeptesch solle sinn.,0
223,Meng Versammlung huet um 4:00 ugefaang an ech hu missen den Zuch um 4:30 huelen sou datt mir net vill Zäit haten. Glécklecherweis hat e Verspéidung sou datt ech e krut hunn.,D'Versammlung hat Verspéidung sou datt ech e krut hunn.,0
224,D'Fiiss komme nuets eran an attackéieren d'Hénger. Si si ganz nervös ginn.,D'Fiiss si ganz nervös ginn.,0
225,Ech hunn de Päiperleksflilleck op den Dësch geluecht an en ass gebrach.,De Päiperleksflilleck ass gebrach.,1
226,De Fred an d'Alice hate ganz waarm Plommemäntel awer si ware net op d'Keelt an Alaska virbereet.,De Fred an d'Alice ware net op d'Keelt an Alaska virbereet.,1
227,Den Tom huet de Ralph an d'Schoul gefouert fir datt hien net misst zu Fouss goen.,Den Tom misst net zu Fouss goen.,0
228,Ech hunn de Kuch an de Frigo gesat. En enthält vill Iwwerreschter.,De Frigo enthält vill Iwwerreschter.,1
229,De Sid huet dem Mark seng Theorie erkläert awer hie konnt hien net iwwerzeegen.,De Mark konnt hien net iwwerzeegen.,0
230,Ech hunn d'Waasserfläsch aus dem Rucksak geholl fir datt se grëffberet ass.,Ech hunn d'Waasserfläsch aus dem Rucksak erausgeholl fir datt d'Waasserfläsch grëffberet ass.,1
231,De Fësch huet de Wuerm giess. En huet geschmaacht.,De Wuerm huet geschmaacht.,1
232,Wéi d'Andrea am Agrarfliger iwwer d'Susan geflunn ass konnt hatt d'Landebunn gesinn.,D'Andrea konnt d'Landebunn gesinn.,1
233,Wéi d'Andrea am Agrarfliger iwwer d'Susan geflunn ass konnt hatt d'Landebunn gesinn.,D'Susan konnt d'Landebunn gesinn.,0
234,De Lionel hält e Wëssenschaftler den Dr Vardi gefaangen deen en Apparat erfonnt huet den Déieren onsichtbar mëcht; de Lionel plangt e beim Geoffrey anzesetzen an hien ze schécken fir Nuklearmaterial aus engem Arméistresor ze klauen.,De Lionel plangt en beim Geoffrey anzesetzen an de Geoffrey ze schécken fir Nuklearmaterial aus engem Arméistresor ze klauen.,1
235,De Kirilov huet d'Presidentschaft un de Shatov ofginn well hie méi populär war.,De Shatov war méi populär.,1
238,D'Alice huet no hirer Frëndin Jade an der Mënschemass gesicht. Well hatt ëmmer Gléck huet huet d'Alice se séier fonnt.,Well d'Jade ëmmer Gléck huet huet d'Alice hatt séier fonnt.,0
239,Ech souz do éischter wéi en Typ iwwer deen ech eemol an engem Buch gelies hunn deen en anere Käerel ëmbruecht huet an de Kierper ënner dem Iessdësch verstoppt huet an duerno d'Stëmmungskanoun vun enger Dinnerparty misste sinn mat dem dodrënner déi ganzen Zäit.,Hien huet d'Stëmmungskanoun vun enger Dinnerparty misse sinn mam Kierper dodrënner déi ganzen Zäit.,1
240,D'Kaz louch beim Mauslach op d'Maus ze waarden awer se war ze ongedëlleg.,D'Maus war ze ongedëlleg.,0
241,Jiddereen huet wierklech d'Huewerkichelcher gär; nëmmen e puer Leit hu Schockelaskichelcher gutt fonnt. Déi nächste Kéier solle mer méi vun dene maachen.,Mir sollte méi vun de Schockelaskichelcher maachen.,0
242,De Jim rifft de Barman a weist op säi Buedzëmmersschlëssel.,De Jim rifft de Barman a weist op dem Jim säi Buedzëmmersschlëssel.,0
244,Ech konnt d'Dëppen net op d'Regal stellen well en ze grouss war.,D'Regal war ze grouss.,0
245,De John war duerch de Park joggen wéi hien e Mann gesinn huet dee Waassermeloune jongléiert huet. Hie war ganz beandrockend.,De Jongleur war ganz beandrockend.,1
246,Den Affekot huet dem Zeien eng Fro gestallt awer hie wollt se net beäntweren.,Den Zeien wollt se net beäntweren.,1
247,D'Susan wousst datt dem Ann säi Jong an engem Autosaccident verwéckelt war well hatt him dovunner erzielt huet.,D'Susan huet him dovunner erzielt.,0
248,Well den Chester vum Monni Vernon ofhängeg war konnt hie sech net bestueden ouni séng Zoustëmmung.,Den Chester konnt sech net bestueden ouni seng Zoustëmmung.,1
249,Wéi d'Auteure vum Gesetzesprojet an d'Gemengenhaus koumen ware se iwwerrascht ze fannen datt de Raum voller Géigner war. Si ware däitlech an der Majoritéit.,D'Géigner ware däitlech an der Majoritéit.,1
250,De Billy huet gekrasch well den Toby séng Spillsaach net wëll deelen.,De Billy huet gekrasch well den Toby dem Toby séng Spillsaach net wëll deelen.,1
251,Beim Loebner Kontest konnten d'Riichter net erausfannen wéi eng Befroten d'Chatbots waren well se sou domm waren.,D'Riichter waren esou domm.,1
252,De grousse Ball ass duerch den Dësch gebrach well en aus Stol ass.,De Dësch ass aus Stol.,0
253,De Grant huet schwéier geschafft fir seng Bounen ze ernten sou datt hien a seng Famill dee Wanter genuch z'iessen hunn Säi Frënd Henry léisst hien se a senger Scheier opstapele wou se kënnen dréchnen. Da giff hien an d'Tatyana se schielen a se fir hirt Sonndesiessen kachen.,Säi Frënd Henry léisst hien d'Bounen a senger Scheier opstapele wou se kënnen dréchnen.,1
254,D'Jane huet un der Susan hirer Dier geklappt awer et gouf keng Äntwert. Si war eraus.,D'Jane war eraus.,0
255,D'Jane huet un d'Dier geklappt an d'Susan huet geäntwert. Si huet hatt invitéiert eran ze kommen.,D'Jane huet hatt invitéiert eran ze kommen.,0
256,Den Dësch passt net duerch d'Dier well en ze breet ass.,D'Dier ass ze breet.,0
257,E puer Mol war den Henry bei Interviewe präsent gewiescht déi säi Papp mat bemierkenswäerte Detektiven hat déi no senger Hëllef bei der Léisung vu perplexéierende Geheimnisser gefrot hunn an déi Geleeënheete wuare ganz besonnesch Deeg fir hien.,Dës Geleeënheeten wuare ganz besonnesch Deeg fir de Papp.,0
258,Wann de Gauner et fäerdeg bruecht hätt de Sam ze verarschen hätt hie vill Sue verluer.,De Sam hätt vill Sue verluer.,1
259,De Larry e scheien Teenager wunnt mat senger Mamm an engem Brooklyn Wunnengsbauprojet. Dem Larry säi Papp e Gangleader gouf erschoss; sengem Papp säin Unhänger den Antonio hëlt de Larry ënner séng Fligel a mëcht hien zu engem Drogendealer.,Séngem Papp säin Unhänger den Antonio hëlt de Larry ënner séng Fligel a mécht dem Larry säi Papp zu engem Drogendealer.,0
260,De Frank war niddergeschloen wéi säi laangjärege Konkurrent Bill verroden huet datt hien de Gewënner vum Concours war.,De Frank war de Gewënner vum Concours.,0
261,De Fred huet seng Ae mat den Hänn verdeckt well de Wand huet Sand ronderëm geblosen. Hien huet se erofgeholl wéi de Wand opgehalen huet.,Hien huet d'Hänn erofgeholl wéi de Wand opgehalen huet.,1
262,D'Wainwrights hunn den Här Crowley wéi e Prënz behandelt bis hie si zu séngen Ierwen huet; dunn hunn se hien wéi Dreck behandelt. D'Leit hunn gesot datt hie gestuerwen ass just fir vun hirem éiwege Gemeckers fortzekommen.,D'Leit hunn gesot datt hie gestuerwen ass just fir vum éiwege Gemeckers vun de Leit fortzekommen.,0
263,De Papp huet de schlofende Jong a sengen Äerm gedroen.,De Papp huet de schlofende Jong an dem Jong sengen Äerm gedroen.,0
264,Et ass e Lach an der Mauer. Dir kënnt de Gaart doduerch gesinn.,Dir kënnt de Gaart duerch d'Mauer gesinn.,0
265,Archeologen hunn geschlussfolgert datt Mënschen virun 20.000 Joer zu Laputa gelieft hunn. Si hunn Hirschen op de Flossbänken gejot.,Archeologen hunn Hirschen op de Flossbänken gejot.,0
266,D'Susan wousst datt dem Ann säi Jong an engem Autosaccident verwéckelt war also huet si him dovunner erzielt.,D'Susan huet hir dovunner erzielt.,1
268,De Client ass an d'Bank gaang an huet ee vun den Employeen erstach. Hie gouf direkt an d'Spidol bruecht.,Den Employe gouf direkt an d'Spidol bruecht.,1
269,De Kirilov huet d'Presidence un de Shatov ofginn well hie manner populär war.,De Kirilov war manner populär.,1
270,Den John huet de Bill agestallt fir dass hie sech ëm hie këmmert.,Den John huet de Bill agestallt fir dass hie sech ëm de Bill këmmert.,0
271,De Bill huet dem John de Gameboy ginn well et lo u séngem Tour war.,Et war un dem John séngem Tour.,1
272,De Joe huet den Detektiv bezuelt nodeems hien de leschte Bericht iwwert de Fall geliwwert huet.,De Joe huet de leschte Bericht iwwert de Fall geliwwert.,0
273,De Fred ass deen eenzege liewege Mënsch dee mäi Papp als Puppelchen kannt huet. Wéi de Fred mäi Papp fir d'éischt gesinn huet war hien zwielef Méint al.,Wéi de Fred mäi Papp fir d'éischt gesinn huet war mäi Papp zwielef Méint al.,1
274,Den James huet de Robert ëm e Gefale gefrot awer hie krut refuséiert.,Den James krut refuséiert.,1
276,De Bob huet Kaarte mam Adam gespillt a war wäit vir. Wann den Adam net op eemol vill Gléck gehat hätt hätt hie verluer.,Den Bob hätt verluer.,0
277,Den Dan huet de Bill missen dovun ofhalen mam verletzte Vugel ze spillen. Hien ass ganz grausam.,Den Dan ass ganz grausam.,0
278,D'Ann huet d'Maria gefrot um wéivill Auer d'Bibliothéik zougeet mee se huet et vergiess.,D'Maria hat et vergiess.,1
279,D'Skulptur ass aus dem Regal gerullt well se net verankert war.,D'Skulptur war net verankert.,1
280,D'Carol huet gegleeft datt d'Rebecca de Verdacht huet datt si d'Auer geklaut huet.,D'Carol huet gegleeft datt d'Rebecca de Verdacht huet datt d'Carol d'Auer geklaut huet.,1
281,De Paul huet probéiert den George um Telefon ze errechen awer hien ass net duerchkomm.,De George ass net duerchkomm.,0
282,D'Maria huet hir Duechter Anne an d'Bett bruet fir datt se konnt schaffen.,D'Maria huet hir Duechter Anne an d'Bett bruet fir datt d'Maria konnt schaffen.,1
283,Den James huet de Robert ëm e Gefale gefrot awer hien huet refuséiert.,Den Robert huet refuséiert.,1
284,Ech hunn kee Läffel fonnt dofir hunn ech probéiert e Bic ze benotzen fir mäi Kaffi ze réieren. Awer dat war eng schlecht Iddi well e war herno voll mat Kaffi.,De Kaffi war herno voll mat Kaffi.,0
285,De Wee fir bei de Séi war blockéiert sou datt mir en net benotze konnten.,Mir konnten de Wee net benotzen.,1
286,Wärend si de Réck gestreckt huet huet d'Fra d'Meedche ugelaacht.,Wärend si de Réck vum Meedchen gestreckt huet huet d'Fra d'Meedche ugelaacht.,0
287,Archeologen hunn geschlussfolgert datt Mënschen virun 20.000 Joer zu Laputa gelieft hunn. Si hunn no Beweiser op de Flossbänken gesicht.,Archeologen hu Beweiser op de Flossbänken gesicht.,1
288,Ech hu probéiert e Bild vun engem Bongert ze molen mat Zitrounen un den Zitrounen awer si méi ausgesinn wéi Biren.,D'Zitrounen hu méi ausgesinn wéi Biren.,1
289,Dëse Moien huet de Joey e Sandschlass um Strand gebaut an e Spillfändel an den héchsten Tuerm gestach awer dësen Nomëtteg huet d'Flut en emgestouss.,Dësen Nomëtteg huet d'Flut d'Sandschlass emgestouss.,1
290,D'Fiiss komme nuets eran an attackéieren d'Hénger. Si si ganz nervös ginn.,D'Hénger si ganz nervös ginn.,1
291,Den Tom huet dem Ray säi Schoulsak erofgeheit nodeems hien uewen op der Trap ukomm ass.,De Ray ass uewen op der Trap ukomm.,0
292,Am Juli huet de Kamtchatka dem Jakutsk de Krich erkläert. Well dem Jakutsk seng Arméi vill besser equipéiert an zéng Mol méi grouss war goufe se bannent Woche besiegt.,Kamtchatka gouf bannent Woche besiegt.,1
293,D'Madonna huet hir Trainerin entlooss well si mat hirem Frënd geschlof huet.,D'Trainerin huet mam hirem Frënd geschlof.,1
294,Den Dan huet de Bill missen dovun ofhalen mam verletzte Vugel ze spillen. Hien ass ganz sympathesch.,Den Dan ass ganz sympathesch.,1
295,Ech hunn eng al Lomp benotzt fir d'Messer ze botzen an dunn hunn ech en an d'Dreckskëscht geheit.,Ech hunn d'Lomp an d'Dreckskëscht geheit.,1
296,Wärend si him op de Réck geklappt huet huet d'Fra d'Meedchen ugelaacht.,Wärend si him op de Réck geklappt huet huet d'Fra d'Meedchen ugelaacht.,0
297,De grousse Ball ass duerch den Dësch gebrach well en aus Styropor ass.,De Dësch ass aus Styropor.,1
298,Ech hu probéiert d'Schlass mam Schlëssel opzemaachen awer irgendeen hat d'Schlëssellach mat Knätsch gefëllt an ech krut en net eraus.,Ech krut de Knätsch net eraus.,1
299,Den Adam kann net vun der Aarbecht fort bis de Bob kënnt fir hien z'ersetzen. Wann de Bob mat Zäit aus dem Haus gaang wier wier hie lo scho fort.,Den Adam wier lo scho fort.,1
300,De Bob huet dem Charlie säi Studium bezuelt mee elo mëcht hien wéi wann hien näischt gemaach hätt. Hien ass ganz blesséiert.,De Bob ass ganz blesséiert.,1
302,D'Maria huet hir Flütt erausgeholl an eent vun hire Liiblingsstécker gespillt. Si hat se säit si e Kand war.,Si hat d'Flütt säit si e Kand war.,1
303,De Sam an d'Amy si leidenschaftlech anenaner verléift awer dem Amy seng Eltere sinn onglécklech driwwer well se Snobs sinn.,De Sam an d'Amy si Snobs.,0
305,D'Fiiss komme nuets eran an attackéieren d'Hénger. Ech muss se bewaachen.,Ech muss d'Hénger bewaachen.,1
306,Den Iesel huet sech gewënscht datt eng Waarzel op séngem hënneschte Been géif verschwannen an dat huet se gemaach.,Den Iesel huet sech gewënscht datt eng Waarzel op séngem hënneschte Been géif verschwannen an dat huet d'Waarzel gemaach.,1
307,Ech hunn de Kuch an de Frigo gesat. En enthält vill Botter.,De Frigo enthält vill Botter.,0
308,De Sak Gromperen war ënner dem Sak Miel geluecht ginn dowéinst gouf en als éischt geréckelt.,De Sak Gromperen huet als éischt misse geréckelt ginn.,0
309,De Papa huet erof op d'Gesiichter vun de Kanner gekuckt elo sou verwonnert an traureg. Et war schlëmm genuch datt se missten esou vill Saache refuséiert kréien well hie konnt se sech net leeschten.,Hie konnt sech d'Gesiichter net leeschten.,0
310,Ech hunn dat schwéiert Buch op den Dësch geluecht an en ass gebrach.,Dat schwéiert Buch ass gebrach.,0
311,Ech hunn eng al Lomp benotzt fir d'Messer ze botzen an dunn hunn ech en an den Tirang geluecht.,Ech hunn d'Messer an den Tirang geluecht.,1
312,Den James huet de Robert ëm e Gefale gefrot awer hien huet refuséiert.,Den James huet refuséiert.,0
314,Déi al Schüler hunn déi méi jonk gemobbt also hu mir hinne gehollef.,Mir hunn de méi jonken Schüler gehollef.,1
315,Dëse Moien huet de Joey e Sandschlass um Strand gebaut an e Spillfändel an den héchsten Tuerm gesat awer haut de Mëtteg huet de Wand en erofgeschloen.,Haut de Mëtteg huet de Wand De Fändel erofgeschloen.,1
316,De Sak Gromperen war iwwert dem Sak Miel geluecht ginn dowéinst gouf en als éischt geréckelt.,De Sak Gromperen huet als éischt misse geréckelt ginn.,1
317,D'Anne huet seng Duechter am leschte Mount op d'Welt bruet. Hatt ass e ganz charmant Puppelchen.,Dem Anne seng Duechter ass e ganz charmant Puppelchen.,1
318,D'Tatyana huet zwou Gittaren an eng Posch gedroen a konnt ëmmer nach op d'Mülleren weisen: "Ass et net schéin datt se komm sinn Mama!",Ass et net schéin datt d'Müllere komm sinn Mama! ",1
319,D'Bild am Mark senger Stuff weist en Eechebam. Et ass riets vum Bicherschaf.,D'Bild steet riets vum Bicherschaf.,1
321,Wéi d'Tatyana de Chalet erreecht huet huet hir Mamm geschlof. Si war virsiichteg se net ze stéieren wärend si sech ausgedoen huet an zréck an hirt Bett geklommen ass.,Si war virsiichteg hir Mamm net ze stéieren wärend si sech ausgedoen huet an zréck an der Mamm hirt Bett geklommen ass.,0
322,De Mark héiert dem Steve seng Féiss d'Leeder erofgoen. D'Dier vum Buttek ass hannert him zougaangen. Hien ass gelaf fir zur Fënster eraus ze kucken.,De Steve ass gelaf fir zur Fënster erauszekucken.,0
323,D'Patrone sinn an der Stad bliwwen fir hir Geschäfter ze bedreiwen an hunn an de Raim hannert hinnen gelieft.,D'Patronen sinn an der Stad bliwwen fir hir Geschäfter ze bedreiwen an hunn an de Raim hannert de Patronen gelieft.,0
324,De Pete beneid de Martin well hie ganz erfollegräich ass.,De Pete ass ganz erfollegräich.,0
325,Fréier huet de Larry dem Papp mat senger Aarbecht gehollef. Awer hie konnt him elo net hëllefen well de Papp sot datt säi Patron bei der Eisebunnsfirma net wollt datt aner Leit wéi hien am Büro schaffen.,Dem Papp säi Patron bei der Eisebunnsfirma net wollt datt aner Leit wéi hien am Büro schaffen.,1
326,De Grant huet schwéier geschafft fir seng Bounen ze ernten sou datt hien a seng Famill dee Wanter genuch z'iessen hunn Säi Frënd Henry léisst hien se a senger Scheier opstapele wou se kënnen dréchnen. Da giff hien an d'Tatyana se schielen a se fir hirt Sonndesiessen kachen.,Da giff hien an d'Tatyana se schielen a se fir dem Grant an dem Tatyana hirt Sonndesiessen kachen.,1
327,D'Journalisten hunn d'Stare vum neie Film interviewt. Si ware ganz haartnäckeg sou datt den Interview laang gedauert huet.,D'Stare ware ganz haartnäckeg sou datt den Interview laang gedauert huet.,0
328,D'Anna huet beim Test vill méi schlecht ofgeschnidden wéi hir gutt Frëndin Lucy well hatt sou vill geléiert huet.,D'Anna hat sou vill geléiert.,0
329,D'Dr Adams huet dem Kate matgedeelt datt hatt Kriibs hätt a verschidde Méiglechkeete fir zukünfteg Behandlungen presentéiert.,D'Kate hat Kriibs a huet verschidde Méiglechkeete fir zukünfteg Behandlungen presentéiert.,1
331,Wärend enger Partie Fänkches ass den Ethan vrum Luke fortgelaf well hien drunn war.,Den Luke war drunn.,1
332,Den Här Moncrieff huet dem Chester säi luxuriéist Appartement zu  New York besicht a mengt datt et sengem Jong Edward gehéiert. Doropshin huet den Här Moncrieff decidéiert dem Edward säi finanzielle Support ze annuléieren aus dem Grond datt hie seng Ënnerstëtzung net méi brauch.,Den Här Moncrieff braucht seng Ënnerstëtzung net méi.,0
333,D'Alice huet frenetesch probéiert hir Duechter dovun ofzehalen op der Party ze chatten a mir hunn eis d'Fro gestallt firwat si sech sou komesch beholl huet.,D'Alice huet sech sou komesch beholl.,1
334,D'Schëlter iwwer den Dieren vun de Geschäfter haten Biller déi uweisen wéi eng Aarbecht bannen gemaach gouf. Och wa méi a méi Leit geléiert hunn ze liesen hat all Handwierker ëmmer nach e Schëlt fir ze verhënneren e eventuelle Client ze verléieren just well hien zoufälleg net liese konnt.,All Handwierker hat ëmmer nach e Schëlt fir ze verhënneren e eventuelle Client ze verléieren just well de Client zoufälleg net liese konnt.,1
335,D'Wëssenschaftler studéieren dräi Spezies vu Fësch déi kierzlech am Indeschen Ozean fonnt goufen. Si hunn virun zwee Joer domatt ugefaang.,D'Fësch hunn virun zwee Joer domatt ugefaang.,0
336,Den Dan huet den Récksëtz geholl wärend de Bill de viischte Sëtz beusprocht huet well seng "Dibs!" méi séier war.,Den Dan huet de Récksëtz geholl wärend de Bill de viischte Sëtz beusprocht huet well dem Bill seng "Dibs!" méi séier war.,1
338,Ech hunn e Pin duerch eng Muert gestach. Wéi ech de Pin erausgezunn hunn huet en e Lach hannerlooss.,De Pin huet e Lach hannerlooss.,1
339,Den Jackson gouf staark vum Arnold beaflosst obwuel hien zwee Joerhonnerte méi spéit gelieft huet.,Den Arnold huet zwee Joerhonnerte méi spéit gelieft.,0
340,D'Politiker wäit ewech zu Washington konnten d'Siedler net kennen also missten se Regele maache fir se ze regléieren.,Si musse Regele maachen fir d'Siedler ze regléieren.,1
341,Wéi d'Andrea am Agrarfliger iwwer d'Susan geflunn ass konnt hatt d'Fuergestell gesinn.,D'Andrea konnt d'Fuergestell gesinn.,0
343,De Joe huet säin Haus verkaf an en neit e puer Meile wait ewech kaaft. Hie wäert en Donneschdeg draus plënneren.,Hie wäert en Donneschdeg aus dem neien Haus erausplënneren.,0
345,D'Joan ass séchergaangen dem Susan Merci ze soen fir all d'Hëllef déi si krut.,D'Joan ass sechergaangen dem Susan Merci ze soen fir all d'Hëllef déi d'Joan krut.,1
346,Ech souz do éischter wéi en Typ iwwer deen ech eemol an engem Buch gelies hunn deen en anere Käerel ëmbruecht huet an de Kierper ënner dem Iessdësch verstoppt huet an duerno d'Stëmmungskanoun vun enger Dinnerparty misste sinn mat dem dodrënner déi ganzen Zäit.,Hien huet d'Stëmmungskanoun vun enger Dinnerparty misse sinn mam Dësch dodrënner déi ganzen Zäit.,0
347,De Larry e scheien Teenager wunnt mat senger Mamm an engem Brooklyn Wunnengsbauprojet. Dem Larry säi Papp e Gangleader gouf erschoss; sengem Papp säin Unhänger den Antonio hëlt de Larry ënner séng Fligel a mëcht hien zu engem Drogendealer.,Séngem Papp säin Unhänger den Antonio hëlt de Larry ënner séng Fligel a mécht den Antonio zu engem Drogendealer.,0
348,Déi al Schüler hunn déi méi jonk gemobbt also hu se bestrooft.,Mir hunn déi eeler Schüler bestrooft.,1
349,Beim Loebner Concours konnten d'Riichter net erausfannen wéi eng Befroten d'Chatbots waren well se sou fortgeschratt waren.,D'Chatbots ware sou fortgeschratt.,1
350,Dem Pam seng Eltere sinn heemkomm an hunn se beim Sex mat hirem Frënd dem Paul erwëscht. Si hu sech dowéinst genéiert gefillt.,De Pam an de Paul hu sech dowéinst genéiert gefillt.,1
351,Wärend enger Partie Fänkches huet den Ethan vrum Luke fortgelaf well hien drunn war.,Den Ethan war drunn.,0
352,Ech hu probéiert d'Schlass mam Schlëssel opzemaachen awer irgendeen hat d'Schlëssellach mat Knätsch gefëllt an ech krut en net eraus.,Ech krut de Schlëssel net eraus.,0
